,Unnamed: 0,text
38256,38256,but to dream of princess mary was always difficult and a little
38257,38257,frightening
38258,38258,"how she prayed he thought ""it was plain that her whole soul"
38259,38259,and i am sure her prayer will be answered why dont i pray for what i
38260,38260,into sugarand then run out into the yard to see whether it had
38261,38261,"from the governor said lavrushka in a sleepy voice ""a courier"
38262,38262,"has arrived and theres a letter for you"""
38263,38263,well all right thanks you can go
38264,38264,and the other from sonya he recognized them by the handwriting and
38265,38265,opened sonyas first he had read only a few lines when he turned pale
38266,38266,and his eyes opened wide with fear and joy
38267,38267,no its not possible he cried aloud
38268,38268,unable to sit still he paced up and down the room holding the letter
38269,38269,his eyes fixed what he had just been praying for with confidence that
38270,38270,god would hear him had come to pass but nicholas was as much
38271,38271,as if the very fact that it had happened so quickly proved that it had
38272,38272,coincidence
38273,38273,letter from sonya freed him from the knot that fettered him and from
38274,38274,which there had seemed no escape she wrote that the last
38275,38275,unfortunate eventsthe loss of almost the whole of the rostovs
38276,38276,moscow propertyand the countess repeatedly expressed wish that
38277,38277,release him from his promise and set him completely free
38278,38278,it would be too painful to me to think that i might be a cause of
38279,38279,sorrow or discord in the family that has been so good to me she
38280,38280,your sonya
38281,38281,countess also mentioned that prince andrew was among the wounded
38282,38282,said there was now more hope sonya and natasha were nursing him
38283,38283,next day nicholas took his mothers letter and went to see
38284,38284,"princess mary neither he nor she said a word about what ""natasha"
38285,38285,became almost as intimate with the princess as if they were relations
38286,38286,the following day he saw princess mary off on her journey to
38287,38287,chapter viii
38288,38288,nicholas married to an heiress occupied the old countess mind more
38289,38289,and more she knew that sonya was the chief obstacle to this
38290,38290,nicholas telling of his meeting with princess mary in bogucharovo the
38291,38291,countess let no occasion slip of making humiliating or cruel allusions
38292,38292,to sonya
38293,38293,and repay all that the family had done for her by breaking off her
38294,38294,engagement with nicholas
38295,38295,i shall not be at peace till you promise me this
38296,38296,sonya burst into hysterical tears and replied through her sobs
38297,38297,no actual promise and could not bring herself to decide to do what was
38298,38298,demanded of her she must sacrifice herself for the family that had
38299,38299,reared and brought her up to sacrifice herself for others was sonyas
38300,38300,habit her position in the house was such that only by sacrifice could
38301,38301,but in all her former acts of selfsacrifice she had been happily
38302,38302,conscious that they raised her in her own esteem and in that of
38303,38303,than anything in the world but now they wanted her to sacrifice the
38304,38304,very thing that constituted the whole reward for her selfsacrifice
38305,38305,and the whole meaning of her life and for the first time she felt
38306,38306,bitterness against those who had been her benefactors only to
38307,38307,torture her the more painfully she felt jealous of natasha who had
38308,38308,beloved by everybody and for the first time sonya felt that out of
38309,38309,on the contrary at that meeting to bind him to her forever
38310,38310,the bustle and terror of the rostovs last days in moscow stifled
